,index,registeredUsers,appOpens,state,year,quarter
4212,bokaro district,139675,0,jharkhand,2018,2
4213,ramgarh district,63704,0,jharkhand,2018,3
4214,ranchi district,265341,0,jharkhand,2018,3
4215,east singhbhum district,176668,0,jharkhand,2018,3
4216,jamtara district,20471,0,jharkhand,2018,3
4217,dumka district,28400,0,jharkhand,2018,3
4218,koderma district,36314,0,jharkhand,2018,3
4219,hazaribagh district,99502,0,jharkhand,2018,3
4220,simdega district,5759,0,jharkhand,2018,3
4221,garhwa district,30199,0,jharkhand,2018,3
4222,saraikela kharsawan district,54706,0,jharkhand,2018,3
4223,gumla district,12095,0,jharkhand,2018,3
4224,chatra district,22931,0,jharkhand,2018,3
4225,khunti district,8026,0,jharkhand,2018,3
4226,dhanbad district,219103,0,jharkhand,2018,3
4227,godda district,30225,0,jharkhand,2018,3
4228,deoghar district,63814,0,jharkhand,2018,3
4229,palamu district,59382,0,jharkhand,2018,3
4230,latehar district,14871,0,jharkhand,2018,3
4231,west singhbhum district,29036,0,jharkhand,2018,3
4232,pakur district,12107,0,jharkhand,2018,3
4233,lohardaga district,10207,0,jharkhand,2018,3
4234,sahebganj district,21878,0,jharkhand,2018,3
4235,giridih district,80440,0,jharkhand,2018,3
4236,bokaro district,167183,0,jharkhand,2018,3
4237,ramgarh district,78772,0,jharkhand,2018,4
4238,ranchi district,326599,0,jharkhand,2018,4
4239,east singhbhum district,217406,0,jharkhand,2018,4
4240,jamtara district,26309,0,jharkhand,2018,4
4241,dumka district,36099,0,jharkhand,2018,4
4242,koderma district,45333,0,jharkhand,2018,4
4243,hazaribagh district,126167,0,jharkhand,2018,4
4244,simdega district,7712,0,jharkhand,2018,4
4245,garhwa district,40041,0,jharkhand,2018,4
4246,saraikela kharsawan district,68611,0,jharkhand,2018,4
4247,gumla district,15753,0,jharkhand,2018,4
4248,chatra district,30596,0,jharkhand,2018,4
4249,khunti district,10206,0,jharkhand,2018,4
4250,dhanbad district,268439,0,jharkhand,2018,4
4251,godda district,38887,0,jharkhand,2018,4
4252,deoghar district,80669,0,jharkhand,2018,4
4253,palamu district,77478,0,jharkhand,2018,4
4254,latehar district,19320,0,jharkhand,2018,4
4255,west singhbhum district,37405,0,jharkhand,2018,4
4256,pakur district,15419,0,jharkhand,2018,4
4257,lohardaga district,13230,0,jharkhand,2018,4
4258,sahebganj district,28138,0,jharkhand,2018,4
4259,giridih district,103118,0,jharkhand,2018,4
4260,bokaro district,202242,0,jharkhand,2018,4
4261,ramgarh district,93606,0,jharkhand,2019,1
4262,ranchi district,386608,0,jharkhand,2019,1
4263,east singhbhum district,256344,0,jharkhand,2019,1
4264,jamtara district,31881,0,jharkhand,2019,1
4265,dumka district,43171,0,jharkhand,2019,1
4266,koderma district,54059,0,jharkhand,2019,1
4267,hazaribagh district,151904,0,jharkhand,2019,1
4268,simdega district,9604,0,jharkhand,2019,1
4269,garhwa district,49830,0,jharkhand,2019,1
4270,saraikela kharsawan district,81052,0,jharkhand,2019,1
4271,gumla district,19367,0,jharkhand,2019,1
4272,chatra district,38103,0,jharkhand,2019,1
4273,khunti district,12464,0,jharkhand,2019,1
4274,dhanbad district,313255,0,jharkhand,2019,1
4275,godda district,47481,0,jharkhand,2019,1
4276,deoghar district,97449,0,jharkhand,2019,1
4277,palamu district,94917,0,jharkhand,2019,1
4278,latehar district,23885,0,jharkhand,2019,1
4279,west singhbhum district,45300,0,jharkhand,2019,1
4280,pakur district,19057,0,jharkhand,2019,1
4281,lohardaga district,16058,0,jharkhand,2019,1
4282,sahebganj district,34076,0,jharkhand,2019,1
4283,giridih district,123889,0,jharkhand,2019,1
4284,bokaro district,235969,0,jharkhand,2019,1
4285,ramgarh district,106681,620109,jharkhand,2019,2
4286,ranchi district,441616,2630101,jharkhand,2019,2
4287,east singhbhum district,293761,1617866,jharkhand,2019,2
4288,jamtara district,38190,143343,jharkhand,2019,2
4289,dumka district,49461,238865,jharkhand,2019,2
4290,koderma district,61305,368015,jharkhand,2019,2
4291,hazaribagh district,174278,1185663,jharkhand,2019,2
4292,simdega district,11491,49387,jharkhand,2019,2
4293,garhwa district,58146,384220,jharkhand,2019,2
4294,saraikela kharsawan district,91579,540602,jharkhand,2019,2
4295,gumla district,22928,94141,jharkhand,2019,2
4296,chatra district,44677,282074,jharkhand,2019,2
4297,khunti district,14727,73934,jharkhand,2019,2
4298,dhanbad district,350861,2002322,jharkhand,2019,2
4299,godda district,54586,284339,jharkhand,2019,2
4300,deoghar district,115129,498504,jharkhand,2019,2
4301,palamu district,109508,658714,jharkhand,2019,2
4302,latehar district,28215,201889,jharkhand,2019,2
4303,west singhbhum district,53382,239884,jharkhand,2019,2
4304,pakur district,22184,123261,jharkhand,2019,2
4305,lohardaga district,18787,88845,jharkhand,2019,2
4306,sahebganj district,39201,191204,jharkhand,2019,2
4307,giridih district,140800,794100,jharkhand,2019,2
4308,bokaro district,263361,1617684,jharkhand,2019,2
4309,ramgarh district,119804,2267440,jharkhand,2019,3
4310,ranchi district,495155,10129751,jharkhand,2019,3
4311,east singhbhum district,329319,6050920,jharkhand,2019,3
4312,jamtara district,44605,468395,jharkhand,2019,3
4313,dumka district,54795,856263,jharkhand,2019,3
4314,koderma district,67920,1212989,jharkhand,2019,3
4315,hazaribagh district,196452,4356338,jharkhand,2019,3
4316,simdega district,12955,159450,jharkhand,2019,3
4317,garhwa district,65981,1257909,jharkhand,2019,3
4318,saraikela kharsawan district,101247,2009557,jharkhand,2019,3
4319,gumla district,26048,311673,jharkhand,2019,3
4320,chatra district,50825,994108,jharkhand,2019,3
4321,khunti district,16486,242909,jharkhand,2019,3
4322,dhanbad district,388528,8240359,jharkhand,2019,3
4323,godda district,60653,905058,jharkhand,2019,3
4324,deoghar district,132603,1871907,jharkhand,2019,3
4325,palamu district,123609,2175855,jharkhand,2019,3
4326,latehar district,32061,717719,jharkhand,2019,3
4327,west singhbhum district,60358,873324,jharkhand,2019,3
4328,pakur district,25013,391373,jharkhand,2019,3
4329,lohardaga district,21242,302878,jharkhand,2019,3
4330,sahebganj district,43911,611414,jharkhand,2019,3
4331,giridih district,155689,2634087,jharkhand,2019,3
4332,bokaro district,290252,6462784,jharkhand,2019,3
4333,ramgarh district,134423,2847207,jharkhand,2019,4
4334,ranchi district,548293,11810321,jharkhand,2019,4
4335,east singhbhum district,364379,7080865,jharkhand,2019,4
4336,jamtara district,53422,699449,jharkhand,2019,4
4337,dumka district,62129,1099247,jharkhand,2019,4
4338,koderma district,75718,1615207,jharkhand,2019,4
4339,hazaribagh district,222038,5339953,jharkhand,2019,4
4340,simdega district,15055,239546,jharkhand,2019,4
4341,garhwa district,76320,1731346,jharkhand,2019,4
4342,saraikela kharsawan district,112827,2436243,jharkhand,2019,4
4343,gumla district,30074,442354,jharkhand,2019,4
4344,chatra district,58784,1340259,jharkhand,2019,4
4345,khunti district,18867,313446,jharkhand,2019,4
4346,dhanbad district,436201,10977420,jharkhand,2019,4
4347,godda district,68844,1227420,jharkhand,2019,4
4348,deoghar district,155132,2408742,jharkhand,2019,4
4349,palamu district,141817,2998942,jharkhand,2019,4
4350,latehar district,37036,884862,jharkhand,2019,4
4351,west singhbhum district,68537,1149228,jharkhand,2019,4
4352,pakur district,28972,524670,jharkhand,2019,4
4353,lohardaga district,24330,414639,jharkhand,2019,4
4354,sahebganj district,49836,803765,jharkhand,2019,4
4355,giridih district,175648,3510788,jharkhand,2019,4
4356,bokaro district,322689,8285870,jharkhand,2019,4
4357,ramgarh district,149467,3234694,jharkhand,2020,1
4358,ranchi district,602664,12670342,jharkhand,2020,1
4359,east singhbhum district,398663,7560425,jharkhand,2020,1
4360,jamtara district,62283,702395,jharkhand,2020,1
4361,dumka district,69852,1172516,jharkhand,2020,1
4362,koderma district,84331,1862938,jharkhand,2020,1
4363,hazaribagh district,248710,5867137,jharkhand,2020,1
4364,simdega district,17525,296335,jharkhand,2020,1
4365,garhwa district,87607,2110569,jharkhand,2020,1
4366,saraikela kharsawan district,124479,2627564,jharkhand,2020,1
4367,gumla district,34702,527039,jharkhand,2020,1
4368,chatra district,67305,1587493,jharkhand,2020,1
4369,khunti district,21442,354137,jharkhand,2020,1
4370,dhanbad district,479075,9614867,jharkhand,2020,1
4371,godda district,77305,1404924,jharkhand,2020,1
4372,deoghar district,179746,2757806,jharkhand,2020,1
4373,palamu district,161215,3688215,jharkhand,2020,1
4374,latehar district,42321,1057532,jharkhand,2020,1
4375,west singhbhum district,77335,1328533,jharkhand,2020,1
4376,pakur district,33331,593048,jharkhand,2020,1
4377,lohardaga district,27627,483440,jharkhand,2020,1
4378,sahebganj district,56249,960216,jharkhand,2020,1
4379,giridih district,195939,3768943,jharkhand,2020,1
4380,bokaro district,352220,7783605,jharkhand,2020,1
4381,ramgarh district,165378,3567510,jharkhand,2020,2
4382,ranchi district,658759,9561741,jharkhand,2020,2
4383,east singhbhum district,434360,6992818,jharkhand,2020,2
4384,jamtara district,73046,1036231,jharkhand,2020,2
4385,dumka district,80010,1309799,jharkhand,2020,2
4386,koderma district,94012,2276635,jharkhand,2020,2
4387,hazaribagh district,276976,6078697,jharkhand,2020,2
4388,simdega district,20958,375778,jharkhand,2020,2
4389,garhwa district,100688,2708446,jharkhand,2020,2
4390,saraikela kharsawan district,136923,2371618,jharkhand,2020,2
4391,gumla district,40978,688946,jharkhand,2020,2
4392,chatra district,77456,2137879,jharkhand,2020,2
4393,khunti district,25097,427578,jharkhand,2020,2
4394,dhanbad district,519732,8715419,jharkhand,2020,2
4395,godda district,88221,1800387,jharkhand,2020,2
4396,deoghar district,210740,3369491,jharkhand,2020,2
4397,palamu district,183579,4618929,jharkhand,2020,2
4398,latehar district,48794,1254156,jharkhand,2020,2
4399,west singhbhum district,88090,1491416,jharkhand,2020,2
4400,pakur district,38861,729837,jharkhand,2020,2
4401,lohardaga district,31965,598456,jharkhand,2020,2
4402,sahebganj district,64796,1199443,jharkhand,2020,2
4403,giridih district,220721,5073397,jharkhand,2020,2
4404,bokaro district,380895,7954669,jharkhand,2020,2
4405,ramgarh district,182149,4719920,jharkhand,2020,3
4406,ranchi district,722352,14371567,jharkhand,2020,3
4407,east singhbhum district,476881,9601377,jharkhand,2020,3
4408,jamtara district,82584,1071457,jharkhand,2020,3
4409,dumka district,88903,1564610,jharkhand,2020,3
4410,koderma district,103523,2918884,jharkhand,2020,3
4411,hazaribagh district,306623,8188515,jharkhand,2020,3
4412,simdega district,24233,453592,jharkhand,2020,3
4413,garhwa district,112486,3145878,jharkhand,2020,3
4414,saraikela kharsawan district,150480,3088081,jharkhand,2020,3
4415,gumla district,46938,854422,jharkhand,2020,3
4416,chatra district,86445,2422661,jharkhand,2020,3
4417,khunti district,28530,538438,jharkhand,2020,3
4418,dhanbad district,564484,11502948,jharkhand,2020,3
4419,godda district,98410,2166338,jharkhand,2020,3
4420,deoghar district,238221,4346879,jharkhand,2020,3
4421,palamu district,204809,5512618,jharkhand,2020,3
4422,latehar district,54768,1507817,jharkhand,2020,3
4423,west singhbhum district,98640,1895347,jharkhand,2020,3
4424,pakur district,44056,835095,jharkhand,2020,3
4425,lohardaga district,36103,759662,jharkhand,2020,3
4426,sahebganj district,73039,1451892,jharkhand,2020,3
4427,giridih district,242810,5878227,jharkhand,2020,3
4428,bokaro district,412560,10522559,jharkhand,2020,3
4429,ramgarh district,199908,6042221,jharkhand,2020,4
4430,ranchi district,791146,19830651,jharkhand,2020,4
4431,east singhbhum district,520692,12669781,jharkhand,2020,4
4432,jamtara district,90255,1051354,jharkhand,2020,4
4433,dumka district,98398,1911871,jharkhand,2020,4
4434,koderma district,113832,3687750,jharkhand,2020,4
4435,hazaribagh district,337622,10727123,jharkhand,2020,4
4436,simdega district,27521,561265,jharkhand,2020,4
4437,garhwa district,125297,4029317,jharkhand,2020,4
4438,saraikela kharsawan district,165120,3960287,jharkhand,2020,4
4439,gumla district,52706,1073895,jharkhand,2020,4
4440,chatra district,96589,2948733,jharkhand,2020,4
4441,khunti district,31920,664446,jharkhand,2020,4
4442,dhanbad district,614521,14915118,jharkhand,2020,4
4443,godda district,108334,2359492,jharkhand,2020,4
4444,deoghar district,261144,4446401,jharkhand,2020,4
4445,palamu district,227735,6932382,jharkhand,2020,4
4446,latehar district,61376,1886815,jharkhand,2020,4
4447,west singhbhum district,109565,2393037,jharkhand,2020,4
4448,pakur district,49145,990748,jharkhand,2020,4
4449,lohardaga district,40149,928898,jharkhand,2020,4
4450,sahebganj district,81607,1854693,jharkhand,2020,4
4451,giridih district,266388,7122309,jharkhand,2020,4
4452,bokaro district,446968,13322248,jharkhand,2020,4
4453,ramgarh district,216188,6534314,jharkhand,2021,1
4454,ranchi district,853943,24364256,jharkhand,2021,1
4455,east singhbhum district,560083,13862208,jharkhand,2021,1
4456,jamtara district,97127,1055011,jharkhand,2021,1
4457,dumka district,106316,2134734,jharkhand,2021,1
4458,koderma district,123296,4042931,jharkhand,2021,1
4459,hazaribagh district,366460,12583272,jharkhand,2021,1
4460,simdega district,30003,645261,jharkhand,2021,1
4461,garhwa district,136634,4603704,jharkhand,2021,1
4462,saraikela kharsawan district,177952,4356961,jharkhand,2021,1
4463,gumla district,57454,1197448,jharkhand,2021,1
4464,chatra district,105135,3325471,jharkhand,2021,1
4465,khunti district,34728,743854,jharkhand,2021,1
4466,dhanbad district,661077,15887183,jharkhand,2021,1
4467,godda district,117166,2698124,jharkhand,2021,1
4468,deoghar district,281799,4690063,jharkhand,2021,1
4469,palamu district,247954,8066488,jharkhand,2021,1
4470,latehar district,66756,2190635,jharkhand,2021,1
4471,west singhbhum district,118302,2578239,jharkhand,2021,1
4472,pakur district,53417,1136413,jharkhand,2021,1
4473,lohardaga district,43640,1013709,jharkhand,2021,1
4474,sahebganj district,88783,2200017,jharkhand,2021,1
4475,giridih district,288800,7801690,jharkhand,2021,1
4476,bokaro district,480036,14019345,jharkhand,2021,1
4477,ramgarh district,231819,6897453,jharkhand,2021,2
4478,ranchi district,913972,19524717,jharkhand,2021,2
4479,east singhbhum district,598988,12301577,jharkhand,2021,2
4480,jamtara district,104479,2126668,jharkhand,2021,2
4481,dumka district,114356,4718005,jharkhand,2021,2
4482,koderma district,132641,5645523,jharkhand,2021,2
4483,hazaribagh district,393223,16248395,jharkhand,2021,2
4484,simdega district,32588,2868439,jharkhand,2021,2
4485,garhwa district,147560,9942378,jharkhand,2021,2
4486,saraikela kharsawan district,190784,5627014,jharkhand,2021,2
4487,gumla district,62413,4324289,jharkhand,2021,2
4488,chatra district,113517,8089470,jharkhand,2021,2
4489,khunti district,37571,2462593,jharkhand,2021,2
4490,dhanbad district,707255,12468482,jharkhand,2021,2
4491,godda district,125926,4183158,jharkhand,2021,2
4492,deoghar district,302724,5493078,jharkhand,2021,2
4493,palamu district,267081,13019054,jharkhand,2021,2
4494,latehar district,72198,5660081,jharkhand,2021,2
4495,west singhbhum district,127433,6082383,jharkhand,2021,2
4496,pakur district,57693,2119481,jharkhand,2021,2
4497,lohardaga district,47186,1885472,jharkhand,2021,2
4498,sahebganj district,95632,3608898,jharkhand,2021,2
4499,giridih district,311161,14594016,jharkhand,2021,2
4500,bokaro district,513303,14343483,jharkhand,2021,2
4501,ramgarh district,250016,8757056,jharkhand,2021,3
4502,ranchi district,982147,27974257,jharkhand,2021,3
4503,east singhbhum district,642805,16207989,jharkhand,2021,3
4504,jamtara district,113199,2531677,jharkhand,2021,3
4505,dumka district,124101,5890404,jharkhand,2021,3
4506,koderma district,143395,6604614,jharkhand,2021,3
4507,hazaribagh district,424328,21020796,jharkhand,2021,3
4508,simdega district,35666,3575214,jharkhand,2021,3
4509,garhwa district,160500,11129378,jharkhand,2021,3
4510,saraikela kharsawan district,205625,7269417,jharkhand,2021,3
4511,gumla district,68433,5329594,jharkhand,2021,3
4512,chatra district,123490,9659396,jharkhand,2021,3
4513,khunti district,41000,3160466,jharkhand,2021,3
4514,dhanbad district,759888,15713561,jharkhand,2021,3
4515,godda district,136332,4910183,jharkhand,2021,3
4516,deoghar district,327586,6505237,jharkhand,2021,3
4517,palamu district,289617,15151980,jharkhand,2021,3
4518,latehar district,78586,7273256,jharkhand,2021,3
4519,west singhbhum district,138137,8303956,jharkhand,2021,3
4520,pakur district,62824,2830933,jharkhand,2021,3
4521,lohardaga district,51347,2426133,jharkhand,2021,3
4522,sahebganj district,103775,4587932,jharkhand,2021,3
4523,giridih district,337529,16247750,jharkhand,2021,3
4524,bokaro district,551517,17414819,jharkhand,2021,3
4525,ramgarh district,267710,13128254,jharkhand,2021,4
4526,ranchi district,1050479,47168019,jharkhand,2021,4
4527,east singhbhum district,686766,25038156,jharkhand,2021,4
4528,jamtara district,121635,2085697,jharkhand,2021,4
4529,dumka district,133647,4199037,jharkhand,2021,4
4530,koderma district,153951,9738720,jharkhand,2021,4
4531,hazaribagh district,455411,26793581,jharkhand,2021,4
4532,simdega district,38803,1446594,jharkhand,2021,4
4533,garhwa district,173273,9706672,jharkhand,2021,4
4534,saraikela kharsawan district,220378,8541090,jharkhand,2021,4
4535,gumla district,74184,2452764,jharkhand,2021,4
4536,chatra district,133013,7503063,jharkhand,2021,4
4537,khunti district,44343,1587917,jharkhand,2021,4
4538,dhanbad district,812467,30935388,jharkhand,2021,4
4539,godda district,146344,5124535,jharkhand,2021,4
4540,deoghar district,351728,9085059,jharkhand,2021,4
4541,palamu district,311702,16858288,jharkhand,2021,4
4542,latehar district,84949,4809991,jharkhand,2021,4
4543,west singhbhum district,148470,5094641,jharkhand,2021,4
4544,pakur district,67735,2181673,jharkhand,2021,4
4545,lohardaga district,55415,2130989,jharkhand,2021,4
4546,sahebganj district,111603,4772844,jharkhand,2021,4
4547,giridih district,362829,18499654,jharkhand,2021,4
4548,bokaro district,589361,26077383,jharkhand,2021,4
4549,ramgarh district,284993,8511310,jharkhand,2022,1
4550,ranchi district,1115386,25543169,jharkhand,2022,1
4551,east singhbhum district,728043,16031807,jharkhand,2022,1
4552,jamtara district,129831,5164704,jharkhand,2022,1
4553,dumka district,142767,13991217,jharkhand,2022,1
4554,koderma district,164357,8819732,jharkhand,2022,1
4555,hazaribagh district,485388,28779029,jharkhand,2022,1
4556,simdega district,41596,9873256,jharkhand,2022,1
4557,garhwa district,186055,21084113,jharkhand,2022,1
4558,saraikela kharsawan district,234284,10335365,jharkhand,2022,1
4559,gumla district,79572,12854186,jharkhand,2022,1
4560,chatra district,142601,20452172,jharkhand,2022,1
4561,khunti district,47381,7503720,jharkhand,2022,1
4562,dhanbad district,862955,8822023,jharkhand,2022,1
4563,godda district,156522,7224128,jharkhand,2022,1
4564,deoghar district,375345,7353380,jharkhand,2022,1
4565,palamu district,333409,22076334,jharkhand,2022,1
4566,latehar district,91046,16239357,jharkhand,2022,1
4567,west singhbhum district,158559,19386712,jharkhand,2022,1
4568,pakur district,72474,5284941,jharkhand,2022,1
4569,lohardaga district,59387,4299614,jharkhand,2022,1
4570,sahebganj district,119193,8177435,jharkhand,2022,1
